rowid,studyid,site,year,phenodiff,phenodiffunits,phenodiffmethod,phenodiffvar,phenofreq,genus,species,phenophase1,phenomethod1,genus2,species2,phenophase2,phenomethod2,fitnesscomp,fitnessunit,fitnessmethod,gender,fitnessvalue,fitnessvaluevar,fitnesstype,notes,,,,,,,,,,,,
468,HMK016,NA,1984,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,29.8,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
469,HMK016,NA,1985,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,48.7,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
470,HMK016,NA,1987,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,30.5,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
471,HMK016,NA,1992,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,40.1,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
472,HMK016,NA,1993,22.001,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,40.9,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
473,HMK016,NA,1994,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,59.9,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
474,HMK016,NA,1995,31.973,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,41.6,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
475,HMK016,NA,1996,33.318,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,32.3,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
476,HMK016,NA,1997,61.605,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,23.1,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
477,HMK016,NA,1998,-9.334,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,45.2,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
478,HMK016,NA,1999,2.447,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,54.5,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
479,HMK016,NA,2000,12.706,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,28.4,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
480,HMK016,NA,2001,-10.691,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,48.9,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
481,HMK016,NA,2002,-26.433,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,65.9,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
482,HMK016,NA,2003,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,56.7,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
483,HMK016,NA,2004,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,47.1,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
484,HMK016,NA,2005,20.029,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,39.9,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
485,HMK016,NA,2006,22.04,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,33.6,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
486,HMK016,NA,2007,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,41.1,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
487,HMK016,NA,2008,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,chick growth rate,g 5 days,,NA,34.5,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
488,HMK016,NA,1984,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,235,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
489,HMK016,NA,1985,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,292.4,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
490,HMK016,NA,1987,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,199,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
491,HMK016,NA,1992,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,381.1,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
492,HMK016,NA,1993,22.001,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,410.9,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
493,HMK016,NA,1994,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,398.1,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
494,HMK016,NA,1995,31.973,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,379.6,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
495,HMK016,NA,1996,33.318,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,338.5,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
496,HMK016,NA,1997,61.605,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,257.3,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
497,HMK016,NA,1998,-9.334,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,367.3,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
498,HMK016,NA,1999,2.447,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,385.7,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
499,HMK016,NA,2000,12.706,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,288.9,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
500,HMK016,NA,2001,-10.691,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,350,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
501,HMK016,NA,2002,-26.433,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,423.7,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
502,HMK016,NA,2003,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,401.4,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
503,HMK016,NA,2004,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,347.8,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
504,HMK016,NA,2005,20.029,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,373.8,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
505,HMK016,NA,2006,22.04,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,312,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
506,HMK016,NA,2007,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,342.7,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
507,HMK016,NA,2008,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,fledgling final mass,g,,NA,307.3,,growth,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
912,HMK018,NA,NA,-0.32623,index,,NA,daily,Rangifer2,tarandus,timing of peak calving,,Plant2,spp.,proportion of plant species emergent on the dae of 50 % caribou births,,calf production,residual,,NA,0.143396,NA,demographic,"mismatch- higher values indicate earlier veg emergence wrt peak of caribou caving season, increasing mismatch",,,,,,,,,,,,
913,HMK018,NA,NA,-0.240164,index,,NA,daily,Rangifer2,tarandus,timing of peak calving,,Plant2,spp.,proportion of plant species emergent on the dae of 50 % caribou births,,calf production,residual,,NA,0.156604,NA,demographic,"mismatch- higher values indicate earlier veg emergence wrt peak of caribou caving season, increasing mismatch",,,,,,,,,,,,
914,HMK018,NA,NA,-0.0508197,index,,NA,daily,Rangifer2,tarandus,timing of peak calving,,Plant2,spp.,proportion of plant species emergent on the dae of 50 % caribou births,,calf production,residual,,NA,0.0396226,NA,demographic,"mismatch- higher values indicate earlier veg emergence wrt peak of caribou caving season, increasing mismatch",,,,,,,,,,,,
